<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
09.12.2020,19:59:00,114157,115170,107955,113739,76
09.12.2020,20:00:00,115130,115130,107991,111515,8
10.12.2020,10:00:00,110819,115243,107925,114165,61
10.12.2020,10:01:00,112959,115112,107905,112044,27
10.12.2020,10:02:00,111303,115053,107937,112935,69
10.12.2020,10:03:00,110717,115244,107902,112136,16
10.12.2020,10:04:00,111741,115052,108020,108220,65
10.12.2020,10:05:00,112080,115154,107928,107928,1
10.12.2020,10:06:00,108759,115232,108142,112538,70
10.12.2020,10:07:00,108923,115110,108190,110730,72
10.12.2020,10:08:00,109902,114975,107966,109846,71
10.12.2020,10:09:00,108227,115258,108025,109204,56
10.12.2020,10:10:00,113303,115218,108069,111633,70
10.12.2020,10:11:00,109219,115273,108160,108627,40
10.12.2020,10:12:00,109358,115293,107986,112816,29
10.12.2020,10:13:00,115029,115149,107945,109595,98
10.12.2020,10:14:00,113199,115166,108459,109440,71
10.12.2020,10:15:00,113710,115128,107967,111293,24
10.12.2020,10:16:00,115028,115269,108045,112526,83
10.12.2020,10:17:00,110025,115253,108147,112086,64
10.12.2020,10:18:00,111692,115170,108072,108808,71
10.12.2020,10:19:00,110091,115034,108011,111853,11
10.12.2020,10:20:00,112962,115251,108353,114868,26
10.12.2020,10:21:00,111874,115106,107901,113490,44
10.12.2020,10:22:00,113694,115178,107992,108894,4
10.12.2020,10:23:00,108706,115135,107933,108243,40
10.12.2020,10:24:00,114538,115294,108108,110812,60
10.12.2020,10:25:00,111287,115165,107945,111333,43
10.12.2020,10:26:00,114720,115192,107913,109902,52
10.12.2020,10:27:00,110666,115080,107914,112727,69
10.12.2020,10:28:00,109123,115019,108054,108674,61
10.12.2020,10:29:00,110882,115199,107934,113538,12
10.12.2020,10:30:00,110998,115181,107945,111798,13
10.12.2020,10:31:00,113458,114771,108153,111325,16
10.12.2020,10:32:00,114738,115205,107948,113057,33
10.12.2020,10:33:00,115117,115285,108154,108548,4
10.12.2020,10:34:00,114255,115259,108029,113219,48
10.12.2020,10:35:00,114174,115178,108070,110519,18
10.12.2020,10:36:00,113780,115203,107920,112968,49
10.12.2020,10:37:00,111085,115080,108043,109950,46
10.12.2020,10:38:00,111382,114910,108122,111497,50
10.12.2020,10:39:00,113976,115295,108064,114466,5
10.12.2020,10:40:00,111147,115287,107979,113422,3
10.12.2020,10:41:00,110929,115215,107961,113728,93
10.12.2020,10:42:00,108525,115184,107930,111209,84
10.12.2020,10:43:00,112034,115045,108281,114483,92
10.12.2020,10:44:00,110035,114701,107952,109304,98
10.12.2020,10:45:00,110781,115276,107911,114622,94
10.12.2020,10:46:00,108150,115146,108150,109592,56
10.12.2020,10:47:00,113445,115263,107931,109246,63
10.12.2020,10:48:00,109414,115192,107970,113864,81
10.12.2020,10:49:00,113350,115199,108205,108426,41
10.12.2020,10:50:00,108752,115293,107934,110864,58
10.12.2020,10:51:00,113393,115075,107925,113137,48
10.12.2020,10:52:00,108582,115158,107902,113633,25
10.12.2020,10:53:00,113155,115234,107958,115234,13
10.12.2020,10:54:00,108241,115267,108241,108727,29
10.12.2020,10:55:00,112897,115293,108167,112542,75
10.12.2020,10:56:00,110909,115253,107907,114703,57
10.12.2020,10:57:00,113141,115243,108359,111887,86
10.12.2020,10:58:00,108653,115261,107937,113919,85
10.12.2020,10:59:00,112548,115192,107916,114841,16
10.12.2020,11:00:00,110049,115297,108122,110482,62
10.12.2020,11:01:00,111362,115289,107908,115179,40
10.12.2020,11:02:00,112365,115218,107959,109074,50
10.12.2020,11:03:00,115184,115201,107909,114451,53
10.12.2020,11:04:00,114708,115298,107997,110689,24
10.12.2020,11:05:00,113990,115041,107950,112881,5
10.12.2020,11:06:00,113890,115257,108068,115018,10
10.12.2020,11:07:00,113198,115226,108302,108483,66
10.12.2020,11:08:00,113395,115165,108031,109961,25
10.12.2020,11:09:00,109262,115027,107913,111057,98
10.12.2020,11:10:00,109476,115046,107905,109156,56
10.12.2020,11:11:00,114454,115270,107906,108237,78
10.12.2020,11:12:00,112700,115207,108119,115165,81
10.12.2020,11:13:00,110308,115212,108199,113623,71
10.12.2020,11:14:00,114776,115248,108164,111963,68
10.12.2020,11:15:00,111312,114857,108005,112259,47
10.12.2020,11:16:00,112150,115239,107934,113441,74
10.12.2020,11:17:00,115237,115237,108084,111954,94
10.12.2020,11:18:00,113066,115229,108086,110360,73
10.12.2020,11:19:00,111105,115069,107918,112638,51
10.12.2020,11:20:00,112819,115285,107905,115285,63
10.12.2020,11:21:00,114941,115280,107904,114454,80
10.12.2020,11:22:00,112753,115027,107944,110516,31
10.12.2020,11:23:00,112056,115236,108345,111488,19
10.12.2020,11:24:00,111225,115232,108015,113465,36
10.12.2020,11:25:00,114902,115187,108182,110835,8
10.12.2020,11:26:00,110310,114947,107921,108405,54
10.12.2020,11:27:00,112254,115286,107926,114929,26
10.12.2020,11:28:00,112540,115257,107947,114186,70
10.12.2020,11:29:00,109092,115262,107944,111019,57
10.12.2020,11:30:00,111085,115094,108016,114366,45
10.12.2020,11:31:00,108889,115214,108216,111523,79
10.12.2020,11:32:00,110231,115296,107970,114456,60
10.12.2020,11:34:00,114007,115167,107997,113309,89
10.12.2020,11:35:00,114268,115249,107915,108887,12
10.12.2020,11:36:00,108999,115227,108016,111376,75
10.12.2020,11:37:00,109934,115263,108196,109174,55
10.12.2020,11:38:00,113551,115260,107969,110310,34
10.12.2020,11:39:00,114994,115242,107959,114745,65
10.12.2020,11:40:00,113479,115108,108153,115108,74
10.12.2020,11:41:00,114837,115186,107967,108007,88
10.12.2020,11:42:00,110216,115278,107927,114130,35
10.12.2020,11:43:00,109960,115272,107921,108120,55
10.12.2020,11:44:00,111454,115285,107983,112935,29
10.12.2020,11:45:00,108407,114819,107901,107950,61
10.12.2020,11:46:00,111226,115289,107986,114648,40
10.12.2020,11:47:00,111867,115257,107939,109095,45
10.12.2020,11:48:00,111703,114855,108218,113756,86
10.12.2020,11:49:00,112275,115210,107959,111587,91
10.12.2020,11:50:00,110353,115126,107962,113701,65
10.12.2020,11:51:00,109285,115253,108170,111630,86
10.12.2020,11:52:00,111801,115268,107912,111184,68
10.12.2020,11:53:00,108595,115244,108128,110575,73
10.12.2020,11:54:00,110055,115116,108017,114687,13
10.12.2020,11:55:00,112171,115256,108018,111134,37
10.12.2020,11:56:00,112498,114960,108210,109658,21
10.12.2020,11:57:00,113924,115130,107979,113201,90
10.12.2020,11:58:00,112362,115158,107945,109698,95
10.12.2020,11:59:00,109764,114897,107906,114809,66
10.12.2020,12:00:00,111594,114758,107963,107963,75
10.12.2020,12:01:00,113130,115296,107919,113519,12
10.12.2020,12:02:00,111901,115250,108131,108141,25
10.12.2020,12:03:00,110585,115164,107999,110609,18
10.12.2020,12:04:00,111270,115215,108024,110720,18
10.12.2020,12:05:00,110456,115273,108040,110780,42
10.12.2020,12:06:00,112323,115161,107902,109247,23
10.12.2020,12:07:00,113867,115220,108089,112542,67
10.12.2020,12:08:00,108927,115183,107936,113468,29
10.12.2020,12:09:00,113461,115294,108169,112485,86
10.12.2020,12:10:00,111310,115048,107947,111772,42
10.12.2020,12:11:00,109083,115280,108087,112920,21
10.12.2020,12:12:00,114091,115076,108319,110582,77
10.12.2020,12:14:00,112520,115166,107902,114521,11
10.12.2020,12:15:00,111980,115012,107940,108201,36
10.12.2020,12:16:00,113165,115170,108029,108740,44
10.12.2020,12:17:00,112211,115092,108037,114086,1
10.12.2020,12:18:00,108666,115276,107982,109511,92
10.12.2020,12:19:00,110487,115264,107964,114483,62
10.12.2020,12:20:00,109437,114985,108036,109959,61
10.12.2020,12:21:00,111622,115260,107926,112286,83
10.12.2020,12:22:00,110060,115210,107993,110409,48
10.12.2020,12:23:00,112531,115208,107943,112108,9
10.12.2020,12:24:00,113753,115170,107957,107969,72
10.12.2020,12:25:00,114246,115263,108023,110917,67
10.12.2020,12:26:00,111933,115210,107935,108179,12
10.12.2020,12:27:00,114738,115125,108111,109337,97
10.12.2020,12:28:00,113186,115293,107927,112149,60
10.12.2020,12:29:00,108950,115213,107949,113557,54
10.12.2020,12:30:00,110777,115264,107916,109190,75
10.12.2020,12:31:00,112556,115267,108196,112439,10
10.12.2020,12:32:00,111059,115272,108020,114021,81
10.12.2020,12:33:00,110185,115273,108074,110087,32
10.12.2020,12:34:00,113524,114759,108084,111008,39
10.12.2020,12:35:00,110879,115223,107992,114473,28
10.12.2020,12:36:00,108282,115168,107989,108689,78
10.12.2020,12:37:00,114743,115102,107917,113000,77
10.12.2020,12:38:00,109042,115203,108088,108716,91
10.12.2020,12:39:00,110793,115224,108101,114688,98
10.12.2020,12:40:00,112172,115062,108018,113307,41
10.12.2020,12:41:00,112954,114982,108320,111139,74
10.12.2020,12:42:00,113495,115269,107954,110418,52
10.12.2020,12:43:00,114311,114895,107935,110260,39
10.12.2020,12:45:00,113252,115275,107956,111735,97
10.12.2020,12:46:00,113773,115191,108242,114565,15
10.12.2020,12:47:00,112421,115065,107989,113937,42
10.12.2020,12:49:00,113310,114997,108016,113405,76
10.12.2020,12:50:00,113044,115295,107940,110304,14
10.12.2020,12:51:00,108749,115184,108090,108090,51
10.12.2020,12:52:00,111412,115285,107923,111852,20
10.12.2020,12:53:00,109143,115220,107912,112796,94
10.12.2020,12:54:00,114475,115240,107913,110277,78
10.12.2020,12:55:00,108639,115146,107901,109755,86
10.12.2020,12:56:00,111008,115194,107931,112266,73
10.12.2020,12:57:00,108952,115156,108034,113439,85
10.12.2020,12:58:00,112402,115148,107910,109888,90
10.12.2020,12:59:00,112309,115049,108126,114385,50
10.12.2020,13:00:00,113750,115256,108001,108700,82
10.12.2020,13:01:00,113576,115074,108108,110636,83
10.12.2020,13:02:00,112909,115229,107949,113130,74
10.12.2020,13:03:00,112998,115095,108026,108121,29
10.12.2020,13:04:00,112250,115287,107991,109926,51
10.12.2020,13:05:00,111751,115286,107908,114399,48
10.12.2020,13:06:00,108236,114936,108020,112019,87
10.12.2020,13:07:00,114103,114923,107902,109422,92
10.12.2020,13:08:00,111320,115288,107984,115261,33
10.12.2020,13:09:00,113471,115268,108205,108635,76
10.12.2020,13:10:00,110352,115038,108144,111644,52
10.12.2020,13:11:00,114378,115206,107987,114019,33
10.12.2020,13:12:00,112004,115170,107953,113271,19
10.12.2020,13:13:00,109856,115268,107928,113033,14
10.12.2020,13:14:00,114508,115148,108011,109250,83
10.12.2020,13:15:00,108401,115285,107960,110655,30
10.12.2020,13:16:00,113952,115101,107980,111613,88
10.12.2020,13:17:00,107938,115206,107938,114548,35
10.12.2020,13:18:00,110550,115174,107911,115156,4
10.12.2020,13:19:00,113763,115283,107939,109756,25
10.12.2020,13:20:00,113860,115178,107955,114246,98
10.12.2020,13:21:00,115101,115250,108073,109256,88
10.12.2020,13:22:00,110129,115282,108078,108339,32
10.12.2020,13:23:00,115171,115284,107928,109591,1
10.12.2020,13:24:00,112618,115293,107936,112984,16
10.12.2020,13:25:00,114713,115242,107977,111903,87
10.12.2020,13:26:00,112837,115240,107998,112478,39
10.12.2020,13:27:00,109643,115277,108089,109774,86
10.12.2020,13:28:00,108716,115215,108416,110102,86
10.12.2020,13:29:00,113832,115197,108376,108629,35
10.12.2020,13:30:00,114635,115288,107955,110269,22
10.12.2020,13:31:00,114978,114978,107954,108232,94
10.12.2020,13:32:00,108809,115083,108121,108860,23
10.12.2020,13:33:00,108689,115297,108143,113088,87
10.12.2020,13:34:00,110623,115165,107933,112658,97
10.12.2020,13:35:00,114733,115131,108029,110828,24
10.12.2020,13:36:00,114452,115296,107925,111331,42
10.12.2020,13:37:00,114138,115170,107942,111732,12
10.12.2020,13:38:00,110564,115215,107998,111408,25
10.12.2020,13:39:00,109434,115204,107953,110789,83
10.12.2020,13:40:00,113331,115290,108027,114635,53
10.12.2020,13:41:00,114332,115243,108167,111002,79
10.12.2020,13:42:00,115038,115125,107956,113996,55
10.12.2020,13:43:00,110190,115249,107906,110898,37
10.12.2020,13:44:00,115078,115121,108338,112754,20
10.12.2020,13:45:00,108358,115285,107993,112769,42
10.12.2020,13:46:00,110415,115186,108183,108813,33
10.12.2020,13:47:00,112786,115130,107986,112193,32
10.12.2020,13:48:00,109873,115110,108216,113486,77
10.12.2020,13:49:00,109080,115066,108030,108030,12
10.12.2020,13:50:00,108651,115294,108179,108298,42
10.12.2020,13:51:00,109287,115179,107929,114846,43
10.12.2020,13:52:00,113481,114838,107965,109876,39
10.12.2020,13:53:00,108025,115083,107900,108484,73
10.12.2020,13:54:00,109608,115229,108123,110141,56
10.12.2020,13:55:00,110367,115213,107934,108012,37
10.12.2020,13:56:00,114349,115058,107945,108106,35
10.12.2020,13:57:00,114203,115204,107961,113362,68
10.12.2020,13:58:00,114040,114856,107965,110012,86
10.12.2020,13:59:00,114676,115281,107942,108766,86
10.12.2020,14:00:00,113356,115129,108129,110067,27
10.12.2020,14:01:00,112033,115230,108077,108123,13
10.12.2020,14:02:00,114311,115297,108052,115132,98
10.12.2020,14:03:00,110644,115182,107996,112791,49
10.12.2020,14:04:00,111037,115025,107913,107997,74
10.12.2020,14:05:00,114662,115294,107953,110505,31
10.12.2020,14:06:00,109554,115221,108130,110689,83
10.12.2020,14:07:00,112704,115096,107912,110845,81
10.12.2020,14:08:00,111324,115238,107911,112398,44
10.12.2020,14:09:00,110523,114822,107904,108920,24
10.12.2020,14:10:00,115209,115209,108018,112150,4
10.12.2020,14:11:00,112190,115277,107916,111225,55
10.12.2020,14:12:00,113621,115197,108016,113825,22
10.12.2020,14:13:00,109715,115142,108097,114330,84
10.12.2020,14:14:00,113219,114650,108065,114506,13
10.12.2020,14:15:00,114989,115204,108062,110841,97
10.12.2020,14:16:00,114005,115146,107967,112901,59
10.12.2020,14:17:00,109191,115100,107964,113884,86
10.12.2020,14:18:00,113982,115206,108105,114902,21
10.12.2020,14:19:00,109555,115186,108121,112940,51
10.12.2020,14:20:00,113293,115170,107974,113881,18
10.12.2020,14:21:00,113611,115290,107906,109585,34
10.12.2020,14:22:00,112486,115247,107997,113725,32
10.12.2020,14:23:00,113770,115199,108019,109396,46
10.12.2020,14:24:00,111367,115118,107936,111775,56
10.12.2020,14:25:00,108143,115262,107919,112109,82
10.12.2020,14:26:00,111503,115163,107994,113927,5
10.12.2020,14:27:00,112304,115269,108024,113521,74
10.12.2020,14:28:00,108982,115219,107940,113336,56
10.12.2020,14:29:00,114687,115262,108042,112637,5
10.12.2020,14:30:00,114597,114891,108024,108140,3
10.12.2020,14:31:00,108826,115264,108021,113621,4
10.12.2020,14:32:00,113183,114766,107917,114338,71
10.12.2020,14:33:00,113185,115231,108791,110184,94
10.12.2020,14:34:00,111987,115287,108003,113204,41
10.12.2020,14:35:00,114562,115149,107962,108798,81
10.12.2020,14:36:00,113267,115288,107998,114200,87
10.12.2020,14:37:00,108722,115183,108068,109390,6
10.12.2020,14:38:00,109555,115225,107916,108330,16
10.12.2020,14:39:00,112613,115226,107939,108670,30
10.12.2020,14:40:00,110629,115298,108151,113065,41
10.12.2020,14:41:00,110248,115187,107927,112365,28
10.12.2020,14:42:00,110953,115260,108064,108346,84
10.12.2020,14:43:00,113608,115133,107939,109381,98
10.12.2020,14:44:00,111167,115169,107921,111042,51
10.12.2020,14:45:00,114811,115144,107995,113202,24
10.12.2020,14:46:00,110089,114800,108091,108091,37
10.12.2020,14:47:00,115001,115154,108129,115132,28
10.12.2020,14:48:00,115130,115179,108014,109028,6
10.12.2020,14:49:00,111661,115281,108011,112941,51
10.12.2020,14:50:00,110625,115182,108076,114327,6
10.12.2020,14:52:00,109988,115001,107912,113513,1
10.12.2020,14:53:00,108509,115256,108213,110637,50
10.12.2020,14:54:00,114240,115170,108188,111489,8
10.12.2020,14:55:00,111371,115159,107954,112255,43
10.12.2020,14:56:00,110056,114922,107930,114361,57
10.12.2020,14:57:00,112318,115198,108081,115095,5
10.12.2020,14:58:00,109289,115299,108008,115299,60
10.12.2020,14:59:00,110214,115167,107936,110530,63
10.12.2020,15:00:00,109547,115163,108090,114283,61
10.12.2020,15:01:00,110431,114907,107960,114116,65
10.12.2020,15:02:00,108770,115296,108114,110407,49
10.12.2020,15:03:00,107935,115284,107935,108860,68
10.12.2020,15:04:00,110872,115281,108051,108595,61
10.12.2020,15:05:00,111637,115209,107907,111490,18
10.12.2020,15:06:00,110616,115280,107978,108676,56
10.12.2020,15:07:00,110471,115238,107963,110796,97
10.12.2020,15:08:00,113940,115125,108087,114299,97
10.12.2020,15:09:00,110681,115282,108037,111561,66
10.12.2020,15:10:00,114912,115255,108044,113226,78
10.12.2020,15:11:00,112726,115297,107920,113008,55
10.12.2020,15:12:00,114702,115039,107942,112251,56
10.12.2020,15:13:00,112367,115293,107900,112443,53
10.12.2020,15:14:00,112005,115226,108019,114367,78
10.12.2020,15:15:00,110441,115173,108165,113264,37
10.12.2020,15:16:00,113470,115245,107984,115245,89
10.12.2020,15:17:00,109743,115258,108046,113559,57
10.12.2020,15:18:00,113349,115239,107946,112756,90
10.12.2020,15:19:00,107933,115139,107933,108109,17
10.12.2020,15:20:00,113322,115128,107903,110996,98
10.12.2020,15:21:00,112177,115246,108059,114381,93
10.12.2020,15:22:00,111747,115289,108067,111878,10
10.12.2020,15:23:00,108851,115282,108023,111499,3
10.12.2020,15:24:00,111600,114922,108112,110115,87
10.12.2020,15:25:00,108612,115156,108004,113457,48
10.12.2020,15:26:00,114676,115166,107916,110803,23
10.12.2020,15:27:00,113452,114989,107910,110877,38
10.12.2020,15:28:00,111332,115291,107947,111526,90
10.12.2020,15:29:00,113653,115197,107982,110825,69
10.12.2020,15:30:00,114059,114959,108332,110862,62
10.12.2020,15:31:00,111073,115077,108060,109503,87
10.12.2020,15:32:00,111705,115275,107955,111067,51
10.12.2020,15:33:00,114737,115281,107919,109420,87
10.12.2020,15:34:00,113512,115048,107960,109761,86
10.12.2020,15:35:00,113671,115015,108275,115015,45
10.12.2020,15:36:00,115196,115223,108069,109852,30
10.12.2020,15:37:00,109416,114594,107921,111640,13
10.12.2020,15:38:00,109917,114996,108068,111696,84
10.12.2020,15:39:00,113030,115157,108003,109523,42
10.12.2020,15:40:00,112627,115291,108070,114450,74
10.12.2020,15:41:00,110581,115232,108042,113087,4
10.12.2020,15:42:00,112781,115299,107902,114079,16
10.12.2020,15:43:00,112023,115240,107953,109342,94
10.12.2020,15:44:00,108158,115258,107904,108645,63
10.12.2020,15:45:00,114769,115282,108150,108150,86
10.12.2020,15:46:00,113586,115084,108209,110348,44
10.12.2020,15:47:00,109740,115277,107993,113699,64
10.12.2020,15:48:00,110800,115146,108002,111001,72
10.12.2020,15:49:00,108481,115257,107971,110260,43
10.12.2020,15:50:00,111150,115078,107979,109151,43
10.12.2020,15:51:00,112528,115163,108515,111578,5
10.12.2020,15:52:00,114081,115057,108059,113235,34
10.12.2020,15:53:00,110150,115264,107942,108787,70
10.12.2020,15:54:00,114916,115212,108394,110183,89
10.12.2020,15:55:00,109520,115297,107913,108568,76
10.12.2020,15:56:00,111317,115262,107912,110290,87
10.12.2020,15:57:00,114383,115156,108033,109400,10
10.12.2020,15:58:00,111290,115240,108005,113462,90
10.12.2020,15:59:00,112228,115294,107910,108192,14
10.12.2020,16:00:00,112704,115206,108078,113763,54
10.12.2020,16:01:00,111422,115281,108114,112622,41
10.12.2020,16:02:00,109666,115205,107966,114229,7
10.12.2020,16:03:00,108811,115220,108048,113185,98
10.12.2020,16:04:00,109241,115278,108074,115012,68
10.12.2020,16:05:00,112915,115291,107929,113244,45
10.12.2020,16:06:00,113475,115199,107972,109261,12
10.12.2020,16:07:00,109845,115288,107947,114117,86
10.12.2020,16:08:00,114213,115287,107974,113509,31
10.12.2020,16:09:00,113504,115145,108014,111967,66
10.12.2020,16:10:00,110581,115270,107934,109513,7
10.12.2020,16:11:00,114220,115276,108356,114514,32
10.12.2020,16:12:00,114397,115055,107922,113218,89
10.12.2020,16:13:00,108355,115287,107971,109659,19
10.12.2020,16:14:00,109997,115290,107916,110803,9
10.12.2020,16:15:00,110080,114511,108257,111939,78
10.12.2020,16:16:00,114436,115283,107912,110599,53
10.12.2020,16:17:00,111916,115099,107952,110829,28
10.12.2020,16:18:00,109810,115155,107925,111797,20
10.12.2020,16:19:00,114521,115178,107928,111927,28
10.12.2020,16:20:00,110127,115120,108025,113723,15
10.12.2020,16:21:00,109237,115165,107937,112432,26
10.12.2020,16:22:00,111731,115130,107919,108018,66
10.12.2020,16:23:00,111845,115264,108487,113563,55
10.12.2020,16:24:00,109963,115265,107984,111322,70
10.12.2020,16:25:00,109039,115177,107930,113156,6
10.12.2020,16:26:00,109671,115182,107932,114823,33
10.12.2020,16:27:00,114262,115294,108276,112149,87
10.12.2020,16:28:00,108645,115101,107917,108674,13
10.12.2020,16:29:00,108905,115280,108035,109156,5
10.12.2020,16:30:00,114595,115104,107959,113921,10
10.12.2020,16:31:00,110102,115187,108030,108967,1
10.12.2020,16:32:00,110578,115296,107930,108979,27
10.12.2020,16:33:00,111960,115254,107934,112266,42
10.12.2020,16:34:00,108349,115277,108003,113038,43
10.12.2020,16:35:00,109003,114639,107939,109999,66
10.12.2020,16:36:00,111329,115155,107943,115031,15
10.12.2020,16:37:00,108987,115202,108057,109704,47
10.12.2020,16:38:00,114896,115124,108074,113645,65
10.12.2020,16:39:00,109454,115183,107981,110497,59
10.12.2020,16:40:00,112203,115041,107913,114074,81
10.12.2020,16:41:00,108671,115222,107956,110505,9
10.12.2020,16:42:00,109735,115148,107941,111467,19
10.12.2020,16:43:00,110552,115283,107985,110391,69
10.12.2020,16:44:00,115177,115177,107904,113593,44
10.12.2020,16:45:00,111054,115200,108014,109627,87
10.12.2020,16:46:00,109436,115292,108129,108298,41
10.12.2020,16:47:00,113536,114983,108270,114378,3
10.12.2020,16:48:00,110308,115266,107908,114306,21
10.12.2020,16:49:00,114856,115132,108315,108315,87
10.12.2020,16:50:00,108621,115236,108005,113485,91
10.12.2020,16:51:00,113672,115234,108097,111278,71
10.12.2020,16:52:00,111558,114935,107933,109375,31
10.12.2020,16:53:00,111655,115024,108301,112406,67
10.12.2020,16:54:00,109569,115024,107921,112915,74
10.12.2020,16:55:00,114904,115161,108062,112315,33
10.12.2020,16:56:00,110599,114960,108194,114412,32
10.12.2020,16:57:00,109000,115149,107957,112207,50
10.12.2020,16:58:00,114847,115145,108045,110349,21
10.12.2020,16:59:00,114638,115169,108039,108961,76
10.12.2020,17:00:00,112152,115037,107935,112093,88
10.12.2020,17:01:00,112502,115071,108213,113650,65
10.12.2020,17:02:00,112846,115047,108108,108508,32
10.12.2020,17:03:00,108678,115022,107945,112240,51
10.12.2020,17:04:00,113661,115295,108177,111220,98
10.12.2020,17:05:00,111337,115236,108486,109988,65
10.12.2020,17:06:00,109016,115253,108022,109552,80
10.12.2020,17:07:00,109764,115239,107936,110078,88
10.12.2020,17:08:00,110384,115029,107902,108900,32
10.12.2020,17:09:00,114497,115275,108128,112122,50
10.12.2020,17:10:00,113605,115140,107942,112513,73
10.12.2020,17:11:00,112983,115124,107963,114753,17
10.12.2020,17:12:00,114548,115254,107926,110133,68
10.12.2020,17:13:00,109246,115092,108040,109327,67
10.12.2020,17:14:00,114376,115297,107979,110081,78
10.12.2020,17:15:00,114925,115261,108059,108548,10
10.12.2020,17:16:00,110408,115168,107934,112565,59
10.12.2020,17:17:00,109514,115266,108047,108047,37
10.12.2020,17:18:00,114212,114880,108092,111863,5
10.12.2020,17:19:00,113699,115203,108085,108778,43
10.12.2020,17:20:00,114147,115284,107921,113720,12
10.12.2020,17:21:00,114262,115158,107917,113349,81
10.12.2020,17:22:00,113090,115219,107989,114839,56
10.12.2020,17:23:00,113018,115266,107919,110727,56
10.12.2020,17:24:00,111814,115252,107908,109264,3
10.12.2020,17:25:00,113677,114897,108260,109388,78
10.12.2020,17:26:00,113175,115099,108181,113950,11
10.12.2020,17:27:00,111188,115292,108176,113410,16
10.12.2020,17:28:00,113531,114714,108001,112001,38
10.12.2020,17:29:00,109349,115133,108061,108531,73
10.12.2020,17:30:00,112802,115292,108361,114537,77
10.12.2020,17:31:00,112145,115048,107956,111708,14
10.12.2020,17:32:00,112131,115202,107925,109821,46
10.12.2020,17:33:00,110472,115194,107928,107928,35
10.12.2020,17:34:00,111119,115139,107944,107972,84
10.12.2020,17:35:00,110405,114936,108203,110466,17
10.12.2020,17:36:00,108274,115062,107905,110530,40
10.12.2020,17:37:00,113816,115174,108091,112189,89
10.12.2020,17:38:00,113269,115203,107984,108536,93
10.12.2020,17:39:00,114154,115229,107926,113957,8
10.12.2020,17:40:00,113218,115003,108200,109768,35
10.12.2020,17:41:00,111937,115158,108007,114351,51
10.12.2020,17:42:00,108847,114911,108070,110180,50
10.12.2020,17:43:00,114538,115251,108338,112052,66
10.12.2020,17:44:00,109510,115105,108253,111894,83
10.12.2020,17:45:00,109014,115255,108117,109486,14
10.12.2020,17:46:00,113321,115258,108004,113045,33
10.12.2020,17:47:00,109191,115100,107910,111418,56
10.12.2020,17:48:00,114524,115163,108052,113862,90
10.12.2020,17:49:00,109702,115275,108095,113317,42
10.12.2020,17:50:00,114567,115268,107989,112885,41
10.12.2020,17:51:00,112443,115239,107991,110048,35
10.12.2020,17:52:00,108886,115293,108446,114490,68
10.12.2020,17:53:00,113595,115103,108086,108454,62
10.12.2020,17:54:00,111858,115235,108056,112341,65
10.12.2020,17:55:00,114154,115297,108135,108744,85
10.12.2020,17:56:00,114686,115144,107931,113352,69
10.12.2020,17:57:00,111973,115032,108006,112865,44
10.12.2020,17:58:00,111871,115220,107949,112580,34
10.12.2020,17:59:00,110397,115196,108161,111466,7
10.12.2020,18:00:00,108974,115156,108012,109515,78
10.12.2020,18:01:00,113107,115242,107906,112112,4
10.12.2020,18:02:00,113252,114959,108038,111093,2
10.12.2020,18:03:00,109391,115234,107956,110464,13
10.12.2020,18:04:00,113466,115284,108125,110036,21
10.12.2020,18:05:00,109798,115275,108083,113492,24
10.12.2020,18:06:00,107958,114937,107958,114283,33
10.12.2020,18:07:00,110989,115266,107923,110586,6
10.12.2020,18:08:00,112832,115272,108053,108614,50
10.12.2020,18:09:00,113405,115298,108129,112205,73
10.12.2020,18:10:00,113173,115100,107979,111187,60
10.12.2020,18:11:00,113188,115262,108012,112555,97
10.12.2020,18:12:00,108899,115154,107919,108608,98
10.12.2020,18:13:00,108013,115254,107968,113550,61
10.12.2020,18:14:00,113119,115286,108005,112775,53
10.12.2020,18:15:00,109555,115280,107942,112611,2
10.12.2020,18:16:00,113453,115155,108005,110239,93
10.12.2020,18:17:00,108467,115298,107917,109037,74
10.12.2020,18:18:00,111036,115055,107931,114282,92
10.12.2020,18:19:00,111031,115215,107941,114707,75
10.12.2020,18:20:00,111047,114987,108239,114636,47
10.12.2020,18:21:00,112360,115190,108028,112739,66
10.12.2020,18:22:00,113875,115238,107958,109417,73
10.12.2020,18:23:00,111207,115107,107960,108999,21
10.12.2020,18:24:00,109695,115201,107915,114755,68
10.12.2020,18:25:00,113842,115209,108068,113374,23
10.12.2020,18:26:00,113884,115173,108029,108438,61
10.12.2020,18:27:00,111022,115152,107972,108131,58
10.12.2020,18:28:00,114630,115287,108114,114345,60
10.12.2020,18:29:00,113713,114929,107922,114612,50
10.12.2020,18:30:00,112572,115276,107978,113829,76
10.12.2020,18:31:00,108342,114850,107987,112006,31
10.12.2020,18:32:00,110399,115278,107916,113215,4
10.12.2020,18:33:00,111814,115279,107912,107953,16
10.12.2020,18:34:00,114470,115213,107946,110117,69
10.12.2020,18:35:00,109827,115125,107905,110680,18
10.12.2020,18:36:00,110132,115249,107949,113181,71
10.12.2020,18:37:00,109837,115290,108113,110190,43
10.12.2020,18:38:00,113735,115274,107954,113031,55
